id,name,description,category,brand,price,stock_quantity,sku,created_at,updated_at
6153bc68-d99a-40ad-811b-1b9678725e7e,error: Access denied to method rand.,Soft bagels flavored with cinnamon and raisins.,Books,DarioHealth Corp.,4.19,,504,2025-07-21,
4d06f0e8-83ec-4188-bc7e-1d34337ccca3,error: Access denied to method rand.,Delicious plant-based burger made with organic black beans and spices.,Unknown,Mattersight Corporation,4.49,458,505,2026-06-06,
127eea4e-a0d4-42b3-be1d-7b6d5bec7194,error: Access denied to method rand.,A tailored slim fit shirt for a polished look at work.,Electronics,"ConnectOne Bancorp, Inc.",49.99,,506,2025-12-24,
ae01d599-e669-43bf-946b-589c236de368,error: Access denied to method rand.,"Ready-to-eat beet salad with dressing, great side dish.",Home,"ARC Group Worldwide, Inc.",3.99,113,507,2026-04-01,
d1c21a1d-d6d6-4acf-905d-92c18c7d56e1,error: Access denied to method rand.,Energy-efficient window air conditioner for cooling.,HOME,Morgan Stanley,299.99,,508,2026-10-26,
f8269cc3-b0ec-4b7a-b4f5-c413f106754c,error: Access denied to method rand.,Marinated chicken thighs with smoked paprika for a smoky flavor.,BOOKS,Gabelli Dividend,6.99,199,509,2025-08-23,
df70a050-558f-46f1-8b27-a472cdb7bdc7,error: Access denied to method rand.,A timeless wardrobe staple crafted from soft cotton with a perfect fit.,Eletronics,"DHI Group, Inc.",19.99,262,510,2025-11-28,
523d8f18-0e00-4110-b086-4deb1d4cdec1,error: Access denied to method rand.,HEPA air purifier for clean indoor air.,N/A,Yahoo! Inc.,129.99,,511,2025-05-18,2025-01-19
d1f3b901-2a78-44a0-933b-a3d8412869f7,error: Access denied to method rand.,Essential ingredient for baking fluffy cakes and pastries.,ELETRONICS,The Medicines Company,1.79,,512,2026-09-21,2025-12-28
aa1d0184-d8a6-4cee-b835-ecf1fb520390,error: Access denied to method rand.,Practical cargo pants with lots of pockets for functionality.,clothing,Nucor Corporation,54.99,344,513,2026-10-25,
a5194a5b-be06-4b67-bdaf-48361ddb2434,error: Access denied to method rand.,Portable battery pack to charge laptops while on the move.,HOME,United Technologies Corporation,49.99,-5,514,2025-03-06,
d985203b-40a5-409b-876e-e0371df4bae5,error: Access denied to method rand.,Crunchy pretzel sticks made with honey and whole wheat.,Electronics,Boyd Gaming Corporation,3.49,,515,2026-10-06,
48a7c083-ac5c-4df9-958b-0d73631774c9,error: Access denied to method rand.,Classic chino shorts in a versatile color for summer adventures.,Electronics,First Trust RiverFront Dynamic Developed International ETF,34.99,-5,516,2026-03-30,
d9de25f2-311f-404a-a37e-decfd44459ab,error: Access denied to method rand.,Clip-on guitar tuner with LCD display.,Books,"Organovo Holdings, Inc.",19.99,,517,2026-02-07,
25eaa58a-4996-45cf-8ea3-d6518d6d1913,error: Access denied to method rand.,Reusable tote bags for shopping and eco-friendly living.,Home,Perrigo Company,29.99,,518,2026-08-24,
ce104f6c-04c6-457a-9987-430440491672,error: Access denied to method rand.,Multi-functional grater for cheese and vegetables.,electronics,Wipro Limited,14.99,485,519,2026-02-26,
48b65b6a-df51-4978-bfdd-1c401f9a3944,error: Access denied to method rand.,Use this foam roller for effective post-workout recovery.,BOOKS,Delta Technology Holdings Limited,29.99,,520,2026-08-16,
58aa522e-43db-434b-9106-4044c21a3d31,error: Access denied to method rand.,Color-changing 3D night light for kids' rooms.,HOME,"Alteryx, Inc.",19.99,-5,521,2026-06-02,
81cd64f7-3cf5-41a7-be89-896cb92ab5ba,error: Access denied to method rand.,Durable 50-foot garden hose with nozzle.,BOOKS,Atlantic Coast Financial Corporation,32.99,410,522,2026-06-23,
2e1a6b3b-a42f-43e8-93c7-267f876593c7,error: Access denied to method rand.,"Crunchy granola bars made with almond butter, oats, and honey, perfect for on-the-go snacking.",,Pimco California Municipal Income Fund II,4.99,393,523,2025-12-09,
91f05715-6999-4a8c-8ec1-3de878c69abc,error: Access denied to method rand.,Eco-friendly generator for outdoor adventures.,Eletronics,Macro Bank Inc.,399.99,103,524,2025-01-27,2025-03-03
3b5f2a8d-0ff2-47fb-9aa8-a7d78fb88047,error: Access denied to method rand.,Activity workbook for early learning and fun.,HOME,Swift Transportation Company,12.99,,525,2026-10-22,
921164f1-ce8b-4756-b565-d330c8f49db4,error: Access denied to method rand.,Light and crunchy rice cakes with a variety of flavors.,ELETRONICS,"Citizens Financial Group, Inc.",2.49,70,526,2025-10-14,2025-06-26
4d3bbad7-4a6e-4a71-81b6-87c5e6dfc78b,error: Access denied to method rand.,"Savory sausage with a blend of spices, perfect for pasta dishes.",Clothing,Zoetis Inc.,4.99,206,527,2025-07-05,
9bb3b810-03d3-44cd-b84d-867efe687d02,error: Access denied to method rand.,"Canned beans with chili sauce, perfect for chili dishes.",Clothing,Frontline Ltd.,1.69,,528,2025-01-16,
ae23e29c-b426-444a-8865-007fb381bc2c,error: Access denied to method rand.,High-intensity flashlight with adjustable focus and brightness.,Eletronics,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,19.99,148,529,2025-10-11,
561d48f5-9b17-4612-8adc-f27542d477ad,error: Access denied to method rand.,Passive noise reduction headphones for focus.,HOME,"Howard Bancorp, Inc.",39.99,429,530,2026-09-13,
e56eb7c7-8ddc-46d7-a341-472850c147d3,error: Access denied to method rand.,Creamy ice cream with refreshing mint flavor and chocolate chips.,N/A,"Avnet, Inc.",4.99,45,531,2026-08-03,
cd6f93db-0b1d-4709-8b26-7663b659d579,error: Access denied to method rand.,"Crispy tortilla chips, perfect for dipping.",,Heska Corporation,2.99,127,532,2026-06-09,
eea009f5-d174-4a37-bad4-429bd9e25651,error: Access denied to method rand.,Convenient belt with pockets for easy access to tools while gardening.,clothing,Assured Guaranty Ltd.,22.99,96,533,2026-11-26,
bdc00929-4354-4d3d-96e3-35ee3e458b99,error: Access denied to method rand.,A tangy sauce that combines lemon zest and basil for a refreshing flavor.,electronics,"Spark Therapeutics, Inc.",4.99,481,534,2025-11-17,
1c207034-180e-4d83-97d5-3908983b5ef5,error: Access denied to method rand.,Easy-to-set-up picnic table for outdoor dining.,Electronics,RAIT Financial Trust,69.99,224,535,2025-04-30,
396aa4e1-7a2e-4f4a-ae32-0c3bc9e7d1bf,error: Access denied to method rand.,Connect your phone to the car's audio system via Bluetooth.,Books,Morgan Stanley,24.99,313,536,2026-03-17,
8b8fdf70-bd7f-4fe4-b955-8f769b195bfd,error: Access denied to method rand.,Eco-friendly meal prep containers for healthy eating.,electronics,The Kraft Heinz Company,18.99,,537,2025-08-21,
225b2b44-7f68-4ef7-83cb-fc28cc5cbddb,error: Access denied to method rand.,Sanitary holder that ensures your toothbrush stays clean.,ELETRONICS,Exa Corporation,14.99,245,538,2026-04-16,
09884ebc-ff20-4793-8759-e652475aad3b,error: Access denied to method rand.,A flavorful rice side dish seasoned with herbs and spices.,Clothing,Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2,2.99,206,539,2025-08-31,
523b996f-8465-4e38-933c-209c24950ffb,error: Access denied to method rand.,Adjustable tripod with remote shutter for smartphones.,Home,"Ultra Clean Holdings, Inc.",29.99,235,540,2025-01-06,
9dd1d97a-00b1-443c-9d23-0589b52e8df5,error: Access denied to method rand.,Blender designed for smoothies and shakes on the go.,Eletronics,"Inspired Entertainment, Inc.",34.99,228,541,2025-05-06,
14bc6ba1-2152-4112-8e4e-bea523ba24a7,error: Access denied to method rand.,Easy-to-install lights to brighten kitchen cabinets and workspaces.,Clothing,"Ventas, Inc.",29.99,310,542,2025-07-27,
11ce7ae1-d86a-4dc1-a09f-6fc05a71a2d4,error: Access denied to method rand.,Color-changing 3D night light for kids' rooms.,Eletronics,Echelon Corporation,19.99,457,543,2026-09-14,2026-08-31
f5a70e3b-9bb2-47f0-b6a9-16b41e3138a5,error: Access denied to method rand.,Relax and soothe tired feet with this foot spa.,Home,OFG Bancorp,59.99,158,544,2025-11-21,
9ff63440-5dfb-4691-abc4-9d7a9c5101fa,error: Access denied to method rand.,True wireless earbuds with excellent sound quality.,Books,"Entergy Arkansas, Inc.",59.99,,545,2026-12-23,
066d79f6-0e96-4116-ba07-741f38cad82a,error: Access denied to method rand.,High-intensity flashlight with adjustable focus and brightness.,HOME,"Taylor Devices, Inc.",19.99,90,546,2026-10-16,
f5f8c451-5217-4d97-9dcc-a4213a53025f,error: Access denied to method rand.,Quick and easy fried rice mixed with vegetables and soy sauce.,Eletronics,Erie Indemnity Company,4.99,,547,2026-03-01,2026-01-30
b92cadc6-1f61-4e4a-9114-ca5c2fc08676,error: Access denied to method rand.,"Crunchy pretzels coated in rich chocolate, a sweet treat.",Electronics,PolyOne Corporation,3.29,279,548,2025-09-29,
d6b5cb2e-be6c-4702-86c9-34731baf4446,error: Access denied to method rand.,"Bartender kit with shaker, jigger, and strainer.",,Apollo Commercial Real Estate Finance,29.99,,549,2025-12-14,
c9c51721-04b4-49e6-a122-66571a5a7416,error: Access denied to method rand.,Crunchy granola made with organic oats,HOME,Deltic Timber Corporation,5.99,102,550,2025-07-05,
c93f0a08-5dbb-40df-bf3c-9e468529dc10,error: Access denied to method rand.,Lightweight bike helmet with adjustable fit.,ELETRONICS,"Gray Television, Inc.",34.99,222,551,2026-02-01,
aa46e277-576c-4877-b29a-292f51079a04,error: Access denied to method rand.,Hard-shell case for protecting sunglasses.,HOME,Tesoro Corporation,15.99,223,552,2025-05-29,2026-11-09
78719247-d8a3-43e1-bb46-0e269ebeb05f,error: Access denied to method rand.,Fresh greens and veggies for a quick Asian-inspired salad.,books,"National Grid Transco, PLC",3.99,,553,2026-02-26,
30899dcb-14de-4de0-b1de-294917bc663a,error: Access denied to method rand.,A comforting soup filled with chicken and noodles in broth.,Unknown,Calamos Dynamic Convertible & Income Fund,3.49,,554,2026-10-24,2026-09-02
e1146eaf-ccc4-476a-9277-c0959b405f9f,error: Access denied to method rand.,Easy-to-make pancake mix with chocolate chips included.,HOME,Capstead Mortgage Corporation,3.99,79,555,2025-03-14,
922118f7-5b7c-445c-8332-2537d427986a,error: Access denied to method rand.,"Savory sausage with a blend of spices, perfect for pasta dishes.",clothing,"Penns Woods Bancorp, Inc.",4.99,186,556,2026-09-18,
f076c1ca-00df-40d9-829d-4617bcadb7ba,error: Access denied to method rand.,Zesty seasoning great for tacos and grilling.,Clothing,First Internet Bancorp,2.99,,557,2026-06-30,
bfeca9e4-90cb-4f6c-aee0-0c63e8cc7224,error: Access denied to method rand.,Compact wireless printer for home use.,ELETRONICS,"Alon USA Energy, Inc.",99.99,260,558,2026-10-12,
93b2c181-06bc-4ab8-bd8b-bda879b83ecc,error: Access denied to method rand.,Crisp and delicious organic apples.,BOOKS,"Exelixis, Inc.",1.89,387,559,2026-08-17,
0b01d572-6677-4827-b1ec-b66cb5a27996,error: Access denied to method rand.,Dairy-free cheese alternative for your favorite dishes.,,Ciena Corporation,4.99,85,560,2025-04-15,
900d3ead-1ae1-452d-b8fb-fa5349c213b5,error: Access denied to method rand.,Frozen smoothie blend with berries for a quick and healthy breakfast.,Home,"Spirit Aerosystems Holdings, Inc.",3.99,,561,2025-01-23,
8e6ba0f8-3349-4bca-94a4-dd91671e1bcf,error: Access denied to method rand.,"Shredded potatoes, perfect for breakfasts.",Home,MFS Municipal Income Trust,2.99,92,562,2025-06-07,
4677350d-c8ed-483d-9d15-65c0d59d223c,error: Access denied to method rand.,Silicone tray for making ice cubes with a lid to prevent spills.,Electronics,PowerShares KBW Regional Banking Portfolio,10.99,,563,2026-07-07,
02a5e30e-05d4-4430-b666-984a8ef8b1e8,error: Access denied to method rand.,"Versatile canned black beans, ready to add to any dish.",clothing,"Home Depot, Inc. (The)",1.29,,564,2026-03-31,
0e15cb39-cec0-4488-9151-86461ab68319,error: Access denied to method rand.,Unsweetened frozen acai purée for smoothies and bowls.,N/A,Exelon Corporation,6.99,,565,2025-07-14,
60eda16d-ab0e-46bb-878e-98c14cd82cc9,error: Access denied to method rand.,A smoky blend of spices for grilling and roasting.,electronics,SunPower Corporation,2.49,,566,2026-01-29,
c5a80ad3-8a50-41b9-8e8b-6dd1b917e5a2,error: Access denied to method rand.,Eco-friendly charger that uses solar energy for powering devices.,BOOKS,"Connecticut Water Service, Inc.",29.99,,567,2025-07-13,
f1b28633-43d1-4785-8fa9-145bd750a770,error: Access denied to method rand.,Bottle that tracks your water intake and reminds you to drink.,Unknown,Rosetta Genomics Ltd.,39.99,308,568,2026-03-25,
478f7b30-774b-4f25-869c-6efde45d87e0,error: Access denied to method rand.,Complete karaoke system with microphones and speakers.,,Celsion Corporation,129.99,169,569,2026-09-20,
ccd6c184-a816-4b63-a461-dc05159e6c8b,error: Access denied to method rand.,Beginner-friendly acoustic guitar with natural finish.,clothing,Exterran Corporation,199.99,103,570,2025-06-10,
66a02546-912f-4786-a125-be9a3c8be2bc,error: Access denied to method rand.,Delicious waffles infused with pumpkin and spices.,Electronics,Mazor Robotics Ltd.,4.49,470,571,2026-05-09,
86502d5d-17b4-4451-b671-578b72140db9,error: Access denied to method rand.,Bold graphic hoodie featuring a comfortable fit and soft fabric.,Eletronics,Liberty All-Star Equity Fund,49.99,111,572,2026-06-02,
0c7f7c3a-b1b9-4765-bfc1-e69d47c37480,error: Access denied to method rand.,Set of magnetic jars for convenient spice organization.,clothing,"McDermott International, Inc.",24.99,406,573,2026-05-19,
f0573617-644c-4ee1-bee0-ed47169b8513,error: Access denied to method rand.,"Sweet bread with cinnamon and raisins, great for breakfast or snacks.",HOME,Tellurian Inc.,3.79,,574,2025-04-16,
8f7b000b-2396-42c1-8eba-bdbc5d22eff2,error: Access denied to method rand.,Microwaveable heating pad for muscle pain relief and relaxation.,electronics,China TechFaith Wireless Communication Technology Limited,20.99,247,575,2026-01-10,
8be85a15-a75f-4932-b7ae-c13c30830af4,error: Access denied to method rand.,Elevated planter box for growing herbs or small plants easily.,Eletrônicos,Gladstone Land Corporation,49.99,104,576,2025-06-19,
acf6acf5-1464-4fbf-a29c-d5b76db4d4de,error: Access denied to method rand.,Safe and fun trampoline for children.,Eletronics,Frontline Ltd.,139.99,326,577,2025-10-11,
24308cf9-1798-4fea-9e51-81834588abde,error: Access denied to method rand.,"Frozen chicken bites coated in a honey sriracha glaze, spicy and sweet.",Eletronics,Kimco Realty Corporation,7.99,-5,578,2025-01-02,
201e1971-e3e7-4653-a707-df45b330237e,error: Access denied to method rand.,Convertible kneeler and seat for gardening comfort.,books,First Trust Nasdaq Retail ETF,39.99,274,579,2026-11-01,2026-04-24
aab25e6a-b5ac-4732-8eb9-85521ea58e7a,error: Access denied to method rand.,"No-bake energy balls made with oats, chocolate chips, and honey.",Eletrônicos,Janus Henderson Small Cap Growth Alpha ETF,3.99,245,580,2026-03-12,
1cfa81be-26e3-465a-9d43-2dec5f6b1a5a,error: Access denied to method rand.,1080p HD video camera with night vision.,,"Trevena, Inc.",199,172,581,2026-05-10,
65f65f7e-c613-4bf4-a1ea-7dca84594217,error: Access denied to method rand.,"A creamy spread made with chocolate and hazelnuts, perfect for toast.",books,Nuveen North Carolina Quality Municipal Income Fd,5.99,93,582,2026-01-09,
3848bea1-1916-4b9e-ba74-57365dd88e17,error: Access denied to method rand.,"Farm fresh eggs, essential for breakfast.",electronics,"THL Credit, Inc.",2.99,,583,2026-12-05,
25a143af-b720-4732-8374-431f91775bf1,error: Access denied to method rand.,"Chickpeas served with olives, feta, and hummus, a healthy meal.",Eletrônicos,"BlackRock, Inc.",6.49,,584,2026-05-18,
b47c3198-ce1d-4f65-a4df-0cd59650f698,error: Access denied to method rand.,Personal massager for muscle recovery.,ELETRONICS,"NL Industries, Inc.",79.99,125,585,2026-03-25,2026-01-05
098824a6-c1ab-491e-89fc-99022bde77b5,error: Access denied to method rand.,Comfortable harness designed to keep pets safe in the car.,Clothing,Medallion Financial Corp.,24.99,,586,2025-03-29,
298d04be-4e59-45d6-96fc-a97a3d88c29a,error: Access denied to method rand.,"Creamy and rich vanilla ice cream, a classic dessert.",,Career Education Corporation,4.99,223,587,2025-04-15,
35b71b39-3715-4191-b82d-0cc25f355ca5,error: Access denied to method rand.,"Sweet and juicy strawberries, perfect for desserts.",Home,"Welbilt, Inc.",3.99,,588,2025-04-26,
c3859d99-4f5c-43b2-bbae-39b5c26abf61,error: Access denied to method rand.,"Tender and juicy pork chops, perfect on the grill.",Eletrônicos,"Ashford Hospitality Prime, Inc.",9.49,,589,2026-01-25,
42fdcb50-8bd2-478c-81f4-2049e044c455,error: Access denied to method rand.,Stylish ankle strap heels for a classy look at any event.,clothing,Caesarstone Ltd.,69.99,,590,2026-09-23,
1f4a076d-2ae3-4cd7-bfd3-246154d65f76,error: Access denied to method rand.,A blend of spices that brings the taste of fall to your baked goods.,N/A,TPG Pace Energy Holdings Corp.,2.99,,591,2025-09-17,2026-09-10
a92db5a5-40bf-4e61-9ba7-2af1d113f723,error: Access denied to method rand.,"Rich and tangy balsamic vinegar, perfect for dressings.",HOME,"GTY Technology Holdings, Inc.",4.99,,592,2025-01-05,2026-11-03
9430f17d-af18-4130-8bd4-4b8be3266a6e,error: Access denied to method rand.,A creamy and flavorful hummus made with roasted red peppers.,Electronics,"Tenax Therapeutics, Inc.",3.49,362,593,2025-06-20,
5d0a8589-3c48-4d8d-a133-28b3a34e0695,error: Access denied to method rand.,Countertop dishwasher for small kitchens.,Eletrônicos,Wells Fargo & Company,299.99,10,594,2025-08-23,
5bb1bb67-befe-40f3-a411-3a40d8e45fa4,error: Access denied to method rand.,"Versatile holder that can be used on desks, cars, and more.",ELETRONICS,Silver Run Acquisition Corporation II,12.99,198,595,2026-04-16,
d8b54ce7-904f-4cd8-8eb6-60f1c97a1267,error: Access denied to method rand.,Elegant glass decanter for aerating wine.,Eletrônicos,Rayonier Inc.,34.99,301,596,2026-09-04,
3b23e9b3-0604-440a-aa32-342edeecd2fa,error: Access denied to method rand.,"Ready-to-eat avocado slices, perfect for tacos.",Eletronics,BioLineRx Ltd.,2.79,,597,2026-03-16,
9eb37d01-b581-42eb-b974-cffe6a487487,error: Access denied to method rand.,Healthy energy bites made with oats and natural sweeteners.,clothing,"Franklin Electric Co., Inc.",3.99,399,598,2026-12-19,2026-05-28
8ba4b0b9-ad6b-4dcd-baac-9b8e49d2e132,error: Access denied to method rand.,Soft bagels flavored with cinnamon and raisins.,Unknown,"Innophos Holdings, Inc.",4.19,348,599,2026-06-09,
4153effe-804d-4801-87ca-fe74ebcaf4dc,error: Access denied to method rand.,"Delicious turkey bacon, a healthier alternative.",clothing,CSRA Inc.,3.99,,600,2025-11-09,
3cacc7a0-ce75-489f-b9dc-34d5233799b3,error: Access denied to method rand.,"A rich marinade perfect for meats and vegetables, infused with Italian herbs and balsamic vinegar.",Clothing,"Insight Enterprises, Inc.",3.99,292,601,2025-09-08,
e1205fb1-dba1-4323-bf45-c05c4838cba8,error: Access denied to method rand.,Reusable microfiber cloths for environmentally friendly cleaning.,,Terreno Realty Corporation,12.99,,602,2026-12-17,
61cb5163-9662-4401-ac4a-5c9a0d0cce36,error: Access denied to method rand.,Keep bugs out while allowing fresh air in during summer.,Home,New Media Investment Group Inc.,24.99,151,603,2026-12-14,
f0d11b19-b2cb-473d-b89c-b39cc271ae53,error: Access denied to method rand.,Creamy mashed potatoes infused with roasted garlic flavor.,Unknown,"Reinsurance Group of America, Incorporated",3.99,,604,2025-12-02,
4ac5141d-a377-4dfc-aad9-396916039fe0,error: Access denied to method rand.,Rich and creamy chocolate fudge ice cream for dessert.,Unknown,NXT-ID Inc.,5.99,276,605,2025-08-06,
dbe869bc-fec3-4496-b128-79c9ca786dd1,error: Access denied to method rand.,Adjustable lamp with multiple brightness levels and colors.,Eletrônicos,"Appliance Recycling Centers of America, Inc.",39.99,199,606,2026-04-26,
78377c0c-b3f7-49b5-b498-7c109c7cb641,error: Access denied to method rand.,"Creamy chickpea dip, perfect for veggies or pita.",,Silver Standard Resources Inc.,4.29,458,607,2025-09-08,
b6af2461-836c-45ee-9902-abfe262d3080,error: Access denied to method rand.,Comfortable hiking boots for outdoor adventures.,clothing,Franklin Covey Company,79.99,68,608,2025-03-05,
cbd706b1-f7c4-45b3-b319-f7683f3f50e9,error: Access denied to method rand.,A sweet and spicy sauce for dipping or cooking.,Home,"Minerva Neurosciences, Inc",3.29,160,609,2026-08-09,
46b54683-c458-45f7-9f5f-ce30d6dd3653,error: Access denied to method rand.,"Crunchy chips made from blue corn, perfect for dipping.",Unknown,"Flotek Industries, Inc.",3.49,,610,2025-07-26,
af465cf2-28b1-4676-9702-b6cfd1ce5116,error: Access denied to method rand.,Manual pasta maker for creating fresh pasta at home.,Books,Gabelli Utility Trust (The),59.99,94,611,2025-02-14,
05343141-28e6-43bf-b545-a9ca085e3b3a,error: Access denied to method rand.,"A mix of fresh vegetables with a savory stir-fry sauce, ready to cook.",books,Blackrock Municipal 2018 Term Trust,6.99,301,612,2026-05-22,
c86aae77-820e-4ae7-9ee6-e792b10ceee7,error: Access denied to method rand.,Essential ingredient for baking fluffy cakes and pastries.,electronics,"Goldman Sachs Group, Inc. (The)",1.79,10,613,2026-12-13,
e9fab42e-255e-4e33-8a62-cb24850d2729,error: Access denied to method rand.,"Compact towels that expand when wet, ideal for travel.",Electronics,"BofI Holding, Inc.",12.99,,614,2026-04-09,
8184201e-dd59-4423-b723-a98d8196e728,error: Access denied to method rand.,Savory sausage links seasoned with Italian spices.,Home,Realogy Holdings Corp.,5.99,472,615,2026-12-16,
c9e786ba-04c8-46f4-a2da-7bdedf34748b,error: Access denied to method rand.,"Crunchy granola clusters, perfect for snacking or topping yogurt.",Clothing,Harmony Gold Mining Company Limited,4.99,312,616,2025-06-21,
805f00b0-3a4a-489b-a099-c3d1a31d91f3,error: Access denied to method rand.,"Creamy ranch dressing, perfect for salads and dips.",Eletronics,"Viveve Medical, Inc.",2.59,,617,2025-01-01,
e629bab8-eda6-41ca-8ebe-d404ac51f205,error: Access denied to method rand.,Bottle that tracks your water intake and reminds you to drink.,HOME,Fortuna Silver Mines Inc.,39.99,,618,2026-11-25,
e77229a9-dc17-4683-b6bd-f597cb42580b,error: Access denied to method rand.,Delicious mini donuts dusted with cinnamon sugar.,,Garmin Ltd.,4.99,352,619,2025-05-11,
9b503d91-c88f-4ac5-ba13-ec6a036d61b2,error: Access denied to method rand.,Adjustable LED desk light with brightness settings.,,"US Ecology, Inc.",34.99,,620,2025-10-26,2026-12-04
5871676f-a60d-408c-88f6-3cf168700268,error: Access denied to method rand.,Compact coffee grinder for fresh ground coffee beans.,N/A,"U.S. Physical Therapy, Inc.",22.99,,621,2026-06-25,
6cdb488c-3747-4923-b24d-58066841fec1,error: Access denied to method rand.,Vertical shoe rack for saving closet space.,BOOKS,"Flowers Foods, Inc.",39.99,160,622,2026-05-19,
97c984d1-937a-4a66-9aa6-e113bad15a7d,error: Access denied to method rand.,"Crunchy granola bars made with almond butter, oats, and honey, perfect for on-the-go snacking.",N/A,"Reinsurance Group of America, Incorporated",4.99,-5,623,2025-07-28,2025-09-18
454afa9e-b35f-4c8c-ad58-d409b13d3012,error: Access denied to method rand.,Adjustable window blinds for privacy and light control.,N/A,Capitala Finance Corp.,59.99,,624,2026-12-18,
43015493-0506-422f-a805-092a579461e8,error: Access denied to method rand.,Collapsible dish rack for kitchen countertop use.,Electronics,"L Brands, Inc.",24.99,,625,2025-10-31,2025-12-07
2dbb9d03-f61f-4d63-b66f-95e18c1eea00,error: Access denied to method rand.,"Gluten-free almond flour, perfect for baking.",Home,"OncoMed Pharmaceuticals, Inc.",5.99,427,626,2026-04-25,
a4ea9f0d-fe4a-4a86-9729-3b80e7d6a231,error: Access denied to method rand.,Floating bookshelf to display your favorite books.,Eletrônicos,"Taylor Devices, Inc.",39.99,-5,627,2025-12-30,
6d3edf44-54b4-41fd-82f8-f608b0261950,error: Access denied to method rand.,Insulated water bottle for keeping drinks cold.,Home,CPFL Energia S.A.,18.99,-5,628,2025-06-20,
bde47c84-897b-4fe7-b2b2-12ddceab0062,error: Access denied to method rand.,High-quality olive oil infused with fresh lemon zest.,Home,ImmuCell Corporation,8.99,119,629,2026-09-02,
f3063455-a45d-4993-a01b-2f2ed11068e0,error: Access denied to method rand.,"Stylish two-tone windbreaker, perfect for active days.",HOME,VictoryShares US Large Cap High Div Volatility Wtd ETF,59.99,206,630,2026-12-28,
f92cdbd6-5fa0-4d04-bb69-8e5fc8116240,error: Access denied to method rand.,"Crunchy and sweet banana chips, a great on-the-go snack.",ELETRONICS,Nordson Corporation,1.99,-5,631,2026-09-30,
924b1b25-7850-4d25-85da-b1c74225bd6e,error: Access denied to method rand.,Comfortable headset with surround sound for immersive gaming.,,"Cadence Design Systems, Inc.",89.99,368,632,2026-06-20,
795ad2a6-7357-437d-b51b-dbb92683be22,error: Access denied to method rand.,Borosilicate glass water bottle with silicone sleeve.,BOOKS,Royal Dutch Shell PLC,25.99,,633,2025-09-01,
a1704ffe-e9d9-4f19-9dff-94eca5cd1de0,error: Access denied to method rand.,Durable and soft frisbee designed for dogs to play with.,Unknown,"Cartesian, Inc.",10.99,474,634,2025-02-03,
9250d6e1-e82c-4a82-a58b-7c399fb6ff32,error: Access denied to method rand.,Control your lights remotely with a smartphone app.,Home,Cooper Tire & Rubber Company,24.99,,635,2026-09-16,
8a65fdad-df72-4c64-893d-5b01a48dc040,error: Access denied to method rand.,"Fresh thyme, perfect for seasoning dishes.",Unknown,Houghton Mifflin Harcourt Company,2.49,,636,2026-11-13,2026-04-19
eefd9774-f400-4886-b4ae-7eb456c7b00c,error: Access denied to method rand.,Everything you need to make your own scented candles at home.,Eletrônicos,Gabelli Utility Trust (The),34.99,439,637,2026-04-25,
0ebe316a-0d6b-4989-890f-7315d95f690a,error: Access denied to method rand.,Everything you need to bake delicious chocolate chip cookies.,Books,Fabrinet,2.49,,638,2025-10-20,
70748a0a-0afe-4188-89a4-663d162b96d0,error: Access denied to method rand.,Premium potting soil for indoor plants.,N/A,Bioverativ Inc.,15.99,89,639,2026-02-02,
b3785777-c963-4768-bd12-2550be67b19e,error: Access denied to method rand.,"Fresh thyme, perfect for seasoning dishes.",,Bristol-Myers Squibb Company,2.49,38,640,2025-10-30,
1c69504d-fa75-42ef-8bbd-d6408ad1f7bd,error: Access denied to method rand.,Stylish scarves to accessorize any outfit.,,Ellington Financial LLC,24.99,414,641,2025-02-02,
e33be39a-33d0-48a1-b572-da460f9844bd,error: Access denied to method rand.,"Crispy sweet potato fries, a delicious side dish.",BOOKS,Laboratory Corporation of America Holdings,3.99,,642,2025-06-12,
6bf0d4ae-1d7d-46b2-828d-bfd81d2f7d49,error: Access denied to method rand.,Stay hydrated with refreshing flavored water.,Clothing,Eagle Point Credit Company Inc.,18.99,207,643,2026-04-08,
6c1fa05d-82b6-4d62-b29e-58eb39817978,error: Access denied to method rand.,"Multi-function pressure cooker that can sauté, steam, and slow cook.",Home,"CSG Systems International, Inc.",89.99,124,644,2025-01-08,
506573db-1805-4094-a9f7-c21e0be1e411,error: Access denied to method rand.,Compact ice maker for creating ice at home or in offices.,Unknown,BalckRock Taxable Municipal Bond Trust,199.99,112,645,2026-11-13,2025-03-04
5d30ddc4-5de4-448d-a641-1e228ec7742e,error: Access denied to method rand.,Charcoal kettle grill perfect for backyard barbecues.,Clothing,SodaStream International Ltd.,99.99,495,646,2026-07-27,
88730881-6d78-4ebb-bf5d-bcabb01a1b65,error: Access denied to method rand.,Creamy dessert made with rice and cinnamon.,Books,The Charles Schwab Corporation,2.29,343,647,2026-11-04,
a1d27ea4-d44e-4967-8c97-1dd4693d2404,error: Access denied to method rand.,Comfortable over-ear headphones with deep bass.,Eletrônicos,PICO Holdings Inc.,59.99,304,648,2026-06-01,
a5ea4dca-0bc4-46cd-97c7-875b0ecaa39a,error: Access denied to method rand.,Storage organizer for art supplies and tools.,HOME,Kopin Corporation,18.99,,649,2025-08-26,
